"month","neer","dln_neer"
"2024-02",123.5296,-0.26250712876541
"2024-03",124.4683,0.75702615464186
"2024-04",124.1969,-0.2182855564552
"2024-05",124.5932,0.318582077973062
"2024-06",124.2987,-0.236649033126479
"2024-07",125.1059,0.647303873695115
"2024-08",125.6204,0.410408259655703
"2024-09",125.6089,-0.00915498312341612
"2024-10",124.7285,-0.703373630707116
"2024-11",123.7299,-0.803841107506731
"2024-12",122.9114,-0.663719340381519
"2025-01",122.5122,-0.325315374773538
"2025-02",122.1527,-0.293871543258994
"2025-03",125.0127,2.31434307113823
"2025-04",128.2809,2.58070585616847
"2025-05",127.6543,-0.489656172314579
"2025-06",129.2228,1.22122173877246
"2025-07",130.632,1.08461634323742
"2025-08",130.6278,-0.00321519039694351
"2025-09",131.146,0.39591485235908
"2025-10",130.6131,-0.407168832892424
"2025-11",130.3761,-0.18161676049786
"2025-12",131.1365,0.581541495896776
"2026-01",130.7274,-0.312452638813898
"2026-02",130.6932,-0.0261647323853254
