"country","month","ip_index","ip_gr_yoy"
"Bulgaria","1953-01",NA,NA
"Bulgaria","1953-02",NA,NA
"Bulgaria","1953-03",NA,NA
"Bulgaria","1953-04",NA,NA
"Bulgaria","1953-05",NA,NA
"Bulgaria","1953-06",NA,NA
"Bulgaria","1953-07",NA,NA
"Bulgaria","1953-08",NA,NA
"Bulgaria","1953-09",NA,NA
"Bulgaria","1953-10",NA,NA
"Bulgaria","1953-11",NA,NA
"Bulgaria","1953-12",NA,NA
"Bulgaria","1954-01",NA,NA
"Bulgaria","1954-02",NA,NA
"Bulgaria","1954-03",NA,NA
"Bulgaria","1954-04",NA,NA
"Bulgaria","1954-05",NA,NA
"Bulgaria","1954-06",NA,NA
"Bulgaria","1954-07",NA,NA
"Bulgaria","1954-08",NA,NA
"Bulgaria","1954-09",NA,NA
"Bulgaria","1954-10",NA,NA
"Bulgaria","1954-11",NA,NA
"Bulgaria","1954-12",NA,NA
"Bulgaria","1955-01",NA,NA
"Bulgaria","1955-02",NA,NA
"Bulgaria","1955-03",NA,NA
"Bulgaria","1955-04",NA,NA
"Bulgaria","1955-05",NA,NA
"Bulgaria","1955-06",NA,NA
"Bulgaria","1955-07",NA,NA
"Bulgaria","1955-08",NA,NA
"Bulgaria","1955-09",NA,NA
"Bulgaria","1955-10",NA,NA
"Bulgaria","1955-11",NA,NA
"Bulgaria","1955-12",NA,NA
"Bulgaria","1956-01",NA,NA
"Bulgaria","1956-02",NA,NA
"Bulgaria","1956-03",NA,NA
"Bulgaria","1956-04",NA,NA
"Bulgaria","1956-05",NA,NA
"Bulgaria","1956-06",NA,NA
"Bulgaria","1956-07",NA,NA
"Bulgaria","1956-08",NA,NA
"Bulgaria","1956-09",NA,NA
"Bulgaria","1956-10",NA,NA
"Bulgaria","1956-11",NA,NA
"Bulgaria","1956-12",NA,NA
"Bulgaria","1957-01",NA,NA
"Bulgaria","1957-02",NA,NA
"Bulgaria","1957-03",NA,NA
"Bulgaria","1957-04",NA,NA
"Bulgaria","1957-05",NA,NA
"Bulgaria","1957-06",NA,NA
"Bulgaria","1957-07",NA,NA
"Bulgaria","1957-08",NA,NA
"Bulgaria","1957-09",NA,NA
"Bulgaria","1957-10",NA,NA
"Bulgaria","1957-11",NA,NA
"Bulgaria","1957-12",NA,NA
"Bulgaria","1958-01",NA,NA
"Bulgaria","1958-02",NA,NA
"Bulgaria","1958-03",NA,NA
"Bulgaria","1958-04",NA,NA
"Bulgaria","1958-05",NA,NA
"Bulgaria","1958-06",NA,NA
"Bulgaria","1958-07",NA,NA
"Bulgaria","1958-08",NA,NA
"Bulgaria","1958-09",NA,NA
"Bulgaria","1958-10",NA,NA
"Bulgaria","1958-11",NA,NA
"Bulgaria","1958-12",NA,NA
"Bulgaria","1959-01",NA,NA
"Bulgaria","1959-02",NA,NA
"Bulgaria","1959-03",NA,NA
"Bulgaria","1959-04",NA,NA
"Bulgaria","1959-05",NA,NA
"Bulgaria","1959-06",NA,NA
"Bulgaria","1959-07",NA,NA
"Bulgaria","1959-08",NA,NA
"Bulgaria","1959-09",NA,NA
"Bulgaria","1959-10",NA,NA
"Bulgaria","1959-11",NA,NA
"Bulgaria","1959-12",NA,NA
"Bulgaria","1960-01",NA,NA
"Bulgaria","1960-02",NA,NA
"Bulgaria","1960-03",NA,NA
"Bulgaria","1960-04",NA,NA
"Bulgaria","1960-05",NA,NA
"Bulgaria","1960-06",NA,NA
"Bulgaria","1960-07",NA,NA
"Bulgaria","1960-08",NA,NA
"Bulgaria","1960-09",NA,NA
"Bulgaria","1960-10",NA,NA
"Bulgaria","1960-11",NA,NA
"Bulgaria","1960-12",NA,NA
"Bulgaria","1961-01",NA,NA
"Bulgaria","1961-02",NA,NA
"Bulgaria","1961-03",NA,NA
"Bulgaria","1961-04",NA,NA
"Bulgaria","1961-05",NA,NA
"Bulgaria","1961-06",NA,NA
"Bulgaria","1961-07",NA,NA
"Bulgaria","1961-08",NA,NA
"Bulgaria","1961-09",NA,NA
"Bulgaria","1961-10",NA,NA
"Bulgaria","1961-11",NA,NA
"Bulgaria","1961-12",NA,NA
"Bulgaria","1962-01",NA,NA
"Bulgaria","1962-02",NA,NA
"Bulgaria","1962-03",NA,NA
"Bulgaria","1962-04",NA,NA
"Bulgaria","1962-05",NA,NA
"Bulgaria","1962-06",NA,NA
"Bulgaria","1962-07",NA,NA
"Bulgaria","1962-08",NA,NA
"Bulgaria","1962-09",NA,NA
"Bulgaria","1962-10",NA,NA
"Bulgaria","1962-11",NA,NA
"Bulgaria","1962-12",NA,NA
"Bulgaria","1963-01",NA,NA
"Bulgaria","1963-02",NA,NA
"Bulgaria","1963-03",NA,NA
"Bulgaria","1963-04",NA,NA
"Bulgaria","1963-05",NA,NA
"Bulgaria","1963-06",NA,NA
"Bulgaria","1963-07",NA,NA
"Bulgaria","1963-08",NA,NA
"Bulgaria","1963-09",NA,NA
"Bulgaria","1963-10",NA,NA
"Bulgaria","1963-11",NA,NA
"Bulgaria","1963-12",NA,NA
"Bulgaria","1964-01",NA,NA
"Bulgaria","1964-02",NA,NA
"Bulgaria","1964-03",NA,NA
"Bulgaria","1964-04",NA,NA
"Bulgaria","1964-05",NA,NA
"Bulgaria","1964-06",NA,NA
"Bulgaria","1964-07",NA,NA
"Bulgaria","1964-08",NA,NA
"Bulgaria","1964-09",NA,NA
"Bulgaria","1964-10",NA,NA
"Bulgaria","1964-11",NA,NA
"Bulgaria","1964-12",NA,NA
"Bulgaria","1965-01",NA,NA
"Bulgaria","1965-02",NA,NA
"Bulgaria","1965-03",NA,NA
"Bulgaria","1965-04",NA,NA
"Bulgaria","1965-05",NA,NA
"Bulgaria","1965-06",NA,NA
"Bulgaria","1965-07",NA,NA
"Bulgaria","1965-08",NA,NA
"Bulgaria","1965-09",NA,NA
"Bulgaria","1965-10",NA,NA
"Bulgaria","1965-11",NA,NA
"Bulgaria","1965-12",NA,NA
"Bulgaria","1966-01",NA,NA
"Bulgaria","1966-02",NA,NA
"Bulgaria","1966-03",NA,NA
"Bulgaria","1966-04",NA,NA
"Bulgaria","1966-05",NA,NA
"Bulgaria","1966-06",NA,NA
"Bulgaria","1966-07",NA,NA
"Bulgaria","1966-08",NA,NA
"Bulgaria","1966-09",NA,NA
"Bulgaria","1966-10",NA,NA
"Bulgaria","1966-11",NA,NA
"Bulgaria","1966-12",NA,NA
"Bulgaria","1967-01",NA,NA
"Bulgaria","1967-02",NA,NA
"Bulgaria","1967-03",NA,NA
"Bulgaria","1967-04",NA,NA
"Bulgaria","1967-05",NA,NA
"Bulgaria","1967-06",NA,NA
"Bulgaria","1967-07",NA,NA
"Bulgaria","1967-08",NA,NA
"Bulgaria","1967-09",NA,NA
"Bulgaria","1967-10",NA,NA
"Bulgaria","1967-11",NA,NA
"Bulgaria","1967-12",NA,NA
"Bulgaria","1968-01",NA,NA
"Bulgaria","1968-02",NA,NA
"Bulgaria","1968-03",NA,NA
"Bulgaria","1968-04",NA,NA
"Bulgaria","1968-05",NA,NA
"Bulgaria","1968-06",NA,NA
"Bulgaria","1968-07",NA,NA
"Bulgaria","1968-08",NA,NA
"Bulgaria","1968-09",NA,NA
"Bulgaria","1968-10",NA,NA
"Bulgaria","1968-11",NA,NA
"Bulgaria","1968-12",NA,NA
"Bulgaria","1969-01",NA,NA
"Bulgaria","1969-02",NA,NA
"Bulgaria","1969-03",NA,NA
"Bulgaria","1969-04",NA,NA
"Bulgaria","1969-05",NA,NA
"Bulgaria","1969-06",NA,NA
"Bulgaria","1969-07",NA,NA
"Bulgaria","1969-08",NA,NA
"Bulgaria","1969-09",NA,NA
"Bulgaria","1969-10",NA,NA
"Bulgaria","1969-11",NA,NA
"Bulgaria","1969-12",NA,NA
"Bulgaria","1970-01",NA,NA
"Bulgaria","1970-02",NA,NA
"Bulgaria","1970-03",NA,NA
"Bulgaria","1970-04",NA,NA
"Bulgaria","1970-05",NA,NA
"Bulgaria","1970-06",NA,NA
"Bulgaria","1970-07",NA,NA
"Bulgaria","1970-08",NA,NA
"Bulgaria","1970-09",NA,NA
"Bulgaria","1970-10",NA,NA
"Bulgaria","1970-11",NA,NA
"Bulgaria","1970-12",NA,NA
"Bulgaria","1971-01",NA,NA
"Bulgaria","1971-02",NA,NA
"Bulgaria","1971-03",NA,NA
"Bulgaria","1971-04",NA,NA
"Bulgaria","1971-05",NA,NA
"Bulgaria","1971-06",NA,NA
"Bulgaria","1971-07",NA,NA
"Bulgaria","1971-08",NA,NA
"Bulgaria","1971-09",NA,NA
"Bulgaria","1971-10",NA,NA
"Bulgaria","1971-11",NA,NA
"Bulgaria","1971-12",NA,NA
"Bulgaria","1972-01",NA,NA
"Bulgaria","1972-02",NA,NA
"Bulgaria","1972-03",NA,NA
"Bulgaria","1972-04",NA,NA
"Bulgaria","1972-05",NA,NA
"Bulgaria","1972-06",NA,NA
"Bulgaria","1972-07",NA,NA
"Bulgaria","1972-08",NA,NA
"Bulgaria","1972-09",NA,NA
"Bulgaria","1972-10",NA,NA
"Bulgaria","1972-11",NA,NA
"Bulgaria","1972-12",NA,NA
"Bulgaria","1973-01",NA,NA
"Bulgaria","1973-02",NA,NA
"Bulgaria","1973-03",NA,NA
"Bulgaria","1973-04",NA,NA
"Bulgaria","1973-05",NA,NA
"Bulgaria","1973-06",NA,NA
"Bulgaria","1973-07",NA,NA
"Bulgaria","1973-08",NA,NA
"Bulgaria","1973-09",NA,NA
"Bulgaria","1973-10",NA,NA
"Bulgaria","1973-11",NA,NA
"Bulgaria","1973-12",NA,NA
"Bulgaria","1974-01",NA,NA
"Bulgaria","1974-02",NA,NA
"Bulgaria","1974-03",NA,NA
"Bulgaria","1974-04",NA,NA
"Bulgaria","1974-05",NA,NA
"Bulgaria","1974-06",NA,NA
"Bulgaria","1974-07",NA,NA
"Bulgaria","1974-08",NA,NA
"Bulgaria","1974-09",NA,NA
"Bulgaria","1974-10",NA,NA
"Bulgaria","1974-11",NA,NA
"Bulgaria","1974-12",NA,NA
"Bulgaria","1975-01",NA,NA
"Bulgaria","1975-02",NA,NA
"Bulgaria","1975-03",NA,NA
"Bulgaria","1975-04",NA,NA
"Bulgaria","1975-05",NA,NA
"Bulgaria","1975-06",NA,NA
"Bulgaria","1975-07",NA,NA
"Bulgaria","1975-08",NA,NA
"Bulgaria","1975-09",NA,NA
"Bulgaria","1975-10",NA,NA
"Bulgaria","1975-11",NA,NA
"Bulgaria","1975-12",NA,NA
"Bulgaria","1976-01",NA,NA
"Bulgaria","1976-02",NA,NA
"Bulgaria","1976-03",NA,NA
"Bulgaria","1976-04",NA,NA
"Bulgaria","1976-05",NA,NA
"Bulgaria","1976-06",NA,NA
"Bulgaria","1976-07",NA,NA
"Bulgaria","1976-08",NA,NA
"Bulgaria","1976-09",NA,NA
"Bulgaria","1976-10",NA,NA
"Bulgaria","1976-11",NA,NA
"Bulgaria","1976-12",NA,NA
"Bulgaria","1977-01",NA,NA
"Bulgaria","1977-02",NA,NA
"Bulgaria","1977-03",NA,NA
"Bulgaria","1977-04",NA,NA
"Bulgaria","1977-05",NA,NA
"Bulgaria","1977-06",NA,NA
"Bulgaria","1977-07",NA,NA
"Bulgaria","1977-08",NA,NA
"Bulgaria","1977-09",NA,NA
"Bulgaria","1977-10",NA,NA
"Bulgaria","1977-11",NA,NA
"Bulgaria","1977-12",NA,NA
"Bulgaria","1978-01",NA,NA
"Bulgaria","1978-02",NA,NA
"Bulgaria","1978-03",NA,NA
"Bulgaria","1978-04",NA,NA
"Bulgaria","1978-05",NA,NA
"Bulgaria","1978-06",NA,NA
"Bulgaria","1978-07",NA,NA
"Bulgaria","1978-08",NA,NA
"Bulgaria","1978-09",NA,NA
"Bulgaria","1978-10",NA,NA
"Bulgaria","1978-11",NA,NA
"Bulgaria","1978-12",NA,NA
"Bulgaria","1979-01",NA,NA
"Bulgaria","1979-02",NA,NA
"Bulgaria","1979-03",NA,NA
"Bulgaria","1979-04",NA,NA
"Bulgaria","1979-05",NA,NA
"Bulgaria","1979-06",NA,NA
"Bulgaria","1979-07",NA,NA
"Bulgaria","1979-08",NA,NA
"Bulgaria","1979-09",NA,NA
"Bulgaria","1979-10",NA,NA
"Bulgaria","1979-11",NA,NA
"Bulgaria","1979-12",NA,NA
"Bulgaria","1980-01",NA,NA
"Bulgaria","1980-02",NA,NA
"Bulgaria","1980-03",NA,NA
"Bulgaria","1980-04",NA,NA
"Bulgaria","1980-05",NA,NA
"Bulgaria","1980-06",NA,NA
"Bulgaria","1980-07",NA,NA
"Bulgaria","1980-08",NA,NA
"Bulgaria","1980-09",NA,NA
"Bulgaria","1980-10",NA,NA
"Bulgaria","1980-11",NA,NA
"Bulgaria","1980-12",NA,NA
"Bulgaria","1981-01",NA,NA
"Bulgaria","1981-02",NA,NA
"Bulgaria","1981-03",NA,NA
"Bulgaria","1981-04",NA,NA
"Bulgaria","1981-05",NA,NA
"Bulgaria","1981-06",NA,NA
"Bulgaria","1981-07",NA,NA
"Bulgaria","1981-08",NA,NA
"Bulgaria","1981-09",NA,NA
"Bulgaria","1981-10",NA,NA
"Bulgaria","1981-11",NA,NA
"Bulgaria","1981-12",NA,NA
"Bulgaria","1982-01",NA,NA
"Bulgaria","1982-02",NA,NA
"Bulgaria","1982-03",NA,NA
"Bulgaria","1982-04",NA,NA
"Bulgaria","1982-05",NA,NA
"Bulgaria","1982-06",NA,NA
"Bulgaria","1982-07",NA,NA
"Bulgaria","1982-08",NA,NA
"Bulgaria","1982-09",NA,NA
"Bulgaria","1982-10",NA,NA
"Bulgaria","1982-11",NA,NA
"Bulgaria","1982-12",NA,NA
"Bulgaria","1983-01",NA,NA
"Bulgaria","1983-02",NA,NA
"Bulgaria","1983-03",NA,NA
"Bulgaria","1983-04",NA,NA
"Bulgaria","1983-05",NA,NA
"Bulgaria","1983-06",NA,NA
"Bulgaria","1983-07",NA,NA
"Bulgaria","1983-08",NA,NA
"Bulgaria","1983-09",NA,NA
"Bulgaria","1983-10",NA,NA
"Bulgaria","1983-11",NA,NA
"Bulgaria","1983-12",NA,NA
"Bulgaria","1984-01",NA,NA
"Bulgaria","1984-02",NA,NA
"Bulgaria","1984-03",NA,NA
"Bulgaria","1984-04",NA,NA
"Bulgaria","1984-05",NA,NA
"Bulgaria","1984-06",NA,NA
"Bulgaria","1984-07",NA,NA
"Bulgaria","1984-08",NA,NA
"Bulgaria","1984-09",NA,NA
"Bulgaria","1984-10",NA,NA
"Bulgaria","1984-11",NA,NA
"Bulgaria","1984-12",NA,NA
"Bulgaria","1985-01",NA,NA
"Bulgaria","1985-02",NA,NA
"Bulgaria","1985-03",NA,NA
"Bulgaria","1985-04",NA,NA
"Bulgaria","1985-05",NA,NA
"Bulgaria","1985-06",NA,NA
"Bulgaria","1985-07",NA,NA
"Bulgaria","1985-08",NA,NA
"Bulgaria","1985-09",NA,NA
"Bulgaria","1985-10",NA,NA
"Bulgaria","1985-11",NA,NA
"Bulgaria","1985-12",NA,NA
"Bulgaria","1986-01",NA,NA
"Bulgaria","1986-02",NA,NA
"Bulgaria","1986-03",NA,NA
"Bulgaria","1986-04",NA,NA
"Bulgaria","1986-05",NA,NA
"Bulgaria","1986-06",NA,NA
"Bulgaria","1986-07",NA,NA
"Bulgaria","1986-08",NA,NA
"Bulgaria","1986-09",NA,NA
"Bulgaria","1986-10",NA,NA
"Bulgaria","1986-11",NA,NA
"Bulgaria","1986-12",NA,NA
"Bulgaria","1987-01",NA,NA
"Bulgaria","1987-02",NA,NA
"Bulgaria","1987-03",NA,NA
"Bulgaria","1987-04",NA,NA
"Bulgaria","1987-05",NA,NA
"Bulgaria","1987-06",NA,NA
"Bulgaria","1987-07",NA,NA
"Bulgaria","1987-08",NA,NA
"Bulgaria","1987-09",NA,NA
"Bulgaria","1987-10",NA,NA
"Bulgaria","1987-11",NA,NA
"Bulgaria","1987-12",NA,NA
"Bulgaria","1988-01",NA,NA
"Bulgaria","1988-02",NA,NA
"Bulgaria","1988-03",NA,NA
"Bulgaria","1988-04",NA,NA
"Bulgaria","1988-05",NA,NA
"Bulgaria","1988-06",NA,NA
"Bulgaria","1988-07",NA,NA
"Bulgaria","1988-08",NA,NA
"Bulgaria","1988-09",NA,NA
"Bulgaria","1988-10",NA,NA
"Bulgaria","1988-11",NA,NA
"Bulgaria","1988-12",NA,NA
"Bulgaria","1989-01",NA,NA
"Bulgaria","1989-02",NA,NA
"Bulgaria","1989-03",NA,NA
"Bulgaria","1989-04",NA,NA
"Bulgaria","1989-05",NA,NA
"Bulgaria","1989-06",NA,NA
"Bulgaria","1989-07",NA,NA
"Bulgaria","1989-08",NA,NA
"Bulgaria","1989-09",NA,NA
"Bulgaria","1989-10",NA,NA
"Bulgaria","1989-11",NA,NA
"Bulgaria","1989-12",NA,NA
"Bulgaria","1990-01",NA,NA
"Bulgaria","1990-02",NA,NA
"Bulgaria","1990-03",NA,NA
"Bulgaria","1990-04",NA,NA
"Bulgaria","1990-05",NA,NA
"Bulgaria","1990-06",NA,NA
"Bulgaria","1990-07",NA,NA
"Bulgaria","1990-08",NA,NA
"Bulgaria","1990-09",NA,NA
"Bulgaria","1990-10",NA,NA
"Bulgaria","1990-11",NA,NA
"Bulgaria","1990-12",NA,NA
"Bulgaria","1991-01",NA,NA
"Bulgaria","1991-02",NA,NA
"Bulgaria","1991-03",NA,NA
"Bulgaria","1991-04",NA,NA
"Bulgaria","1991-05",NA,NA
"Bulgaria","1991-06",NA,NA
"Bulgaria","1991-07",NA,NA
"Bulgaria","1991-08",NA,NA
"Bulgaria","1991-09",NA,NA
"Bulgaria","1991-10",NA,NA
"Bulgaria","1991-11",NA,NA
"Bulgaria","1991-12",NA,NA
"Bulgaria","1992-01",NA,NA
"Bulgaria","1992-02",NA,NA
"Bulgaria","1992-03",NA,NA
"Bulgaria","1992-04",NA,NA
"Bulgaria","1992-05",NA,NA
"Bulgaria","1992-06",NA,NA
"Bulgaria","1992-07",NA,NA
"Bulgaria","1992-08",NA,NA
"Bulgaria","1992-09",NA,NA
"Bulgaria","1992-10",NA,NA
"Bulgaria","1992-11",NA,NA
"Bulgaria","1992-12",NA,NA
"Bulgaria","1993-01",NA,NA
"Bulgaria","1993-02",NA,NA
"Bulgaria","1993-03",NA,NA
"Bulgaria","1993-04",NA,NA
"Bulgaria","1993-05",NA,NA
"Bulgaria","1993-06",NA,NA
"Bulgaria","1993-07",NA,NA
"Bulgaria","1993-08",NA,NA
"Bulgaria","1993-09",NA,NA
"Bulgaria","1993-10",NA,NA
"Bulgaria","1993-11",NA,NA
"Bulgaria","1993-12",NA,NA
"Bulgaria","1994-01",NA,NA
"Bulgaria","1994-02",NA,NA
"Bulgaria","1994-03",NA,NA
"Bulgaria","1994-04",NA,NA
"Bulgaria","1994-05",NA,NA
"Bulgaria","1994-06",NA,NA
"Bulgaria","1994-07",NA,NA
"Bulgaria","1994-08",NA,NA
"Bulgaria","1994-09",NA,NA
"Bulgaria","1994-10",NA,NA
"Bulgaria","1994-11",NA,NA
"Bulgaria","1994-12",NA,NA
"Bulgaria","1995-01",NA,NA
"Bulgaria","1995-02",NA,NA
"Bulgaria","1995-03",NA,NA
"Bulgaria","1995-04",NA,NA
"Bulgaria","1995-05",NA,NA
"Bulgaria","1995-06",NA,NA
"Bulgaria","1995-07",NA,NA
"Bulgaria","1995-08",NA,NA
"Bulgaria","1995-09",NA,NA
"Bulgaria","1995-10",NA,NA
"Bulgaria","1995-11",NA,NA
"Bulgaria","1995-12",NA,NA
"Bulgaria","1996-01",NA,NA
"Bulgaria","1996-02",NA,NA
"Bulgaria","1996-03",NA,NA
"Bulgaria","1996-04",NA,NA
"Bulgaria","1996-05",NA,NA
"Bulgaria","1996-06",NA,NA
"Bulgaria","1996-07",NA,NA
"Bulgaria","1996-08",NA,NA
"Bulgaria","1996-09",NA,NA
"Bulgaria","1996-10",NA,NA
"Bulgaria","1996-11",NA,NA
"Bulgaria","1996-12",NA,NA
"Bulgaria","1997-01",NA,NA
"Bulgaria","1997-02",NA,NA
"Bulgaria","1997-03",NA,NA
"Bulgaria","1997-04",NA,NA
"Bulgaria","1997-05",NA,NA
"Bulgaria","1997-06",NA,NA
"Bulgaria","1997-07",NA,NA
"Bulgaria","1997-08",NA,NA
"Bulgaria","1997-09",NA,NA
"Bulgaria","1997-10",NA,NA
"Bulgaria","1997-11",NA,NA
"Bulgaria","1997-12",NA,NA
"Bulgaria","1998-01",NA,NA
"Bulgaria","1998-02",NA,NA
"Bulgaria","1998-03",NA,NA
"Bulgaria","1998-04",NA,NA
"Bulgaria","1998-05",NA,NA
"Bulgaria","1998-06",NA,NA
"Bulgaria","1998-07",NA,NA
"Bulgaria","1998-08",NA,NA
"Bulgaria","1998-09",NA,NA
"Bulgaria","1998-10",NA,NA
"Bulgaria","1998-11",NA,NA
"Bulgaria","1998-12",NA,NA
"Bulgaria","1999-01",NA,NA
"Bulgaria","1999-02",NA,NA
"Bulgaria","1999-03",NA,NA
"Bulgaria","1999-04",NA,NA
"Bulgaria","1999-05",NA,NA
"Bulgaria","1999-06",NA,NA
"Bulgaria","1999-07",NA,NA
"Bulgaria","1999-08",NA,NA
"Bulgaria","1999-09",NA,NA
"Bulgaria","1999-10",NA,NA
"Bulgaria","1999-11",NA,NA
"Bulgaria","1999-12",NA,NA
"Bulgaria","2000-01",63.9,NA
"Bulgaria","2000-02",63.4,NA
"Bulgaria","2000-03",64.5,NA
"Bulgaria","2000-04",61.4,NA
"Bulgaria","2000-05",61.9,NA
"Bulgaria","2000-06",62.2,NA
"Bulgaria","2000-07",61.5,NA
"Bulgaria","2000-08",63,NA
"Bulgaria","2000-09",64,NA
"Bulgaria","2000-10",65.5,NA
"Bulgaria","2000-11",64,NA
"Bulgaria","2000-12",66.9,NA
"Bulgaria","2001-01",65.4,2.3474178403756
"Bulgaria","2001-02",66.9,5.52050473186121
"Bulgaria","2001-03",64.1,-0.620155038759695
"Bulgaria","2001-04",63.9,4.07166123778502
"Bulgaria","2001-05",65,5.00807754442649
"Bulgaria","2001-06",63.7,2.41157556270097
"Bulgaria","2001-07",64.1,4.22764227642276
"Bulgaria","2001-08",64.6,2.53968253968253
"Bulgaria","2001-09",64.4,0.625000000000009
"Bulgaria","2001-10",64.9,-0.916030534351131
"Bulgaria","2001-11",65.7,2.65625
"Bulgaria","2001-12",67.4,0.747384155455899
"Bulgaria","2002-01",65.4,0
"Bulgaria","2002-02",64.4,-3.73692077727952
"Bulgaria","2002-03",63.8,-0.468018720748831
"Bulgaria","2002-04",68.4,7.04225352112677
"Bulgaria","2002-05",67.7,4.15384615384615
"Bulgaria","2002-06",68.6,7.69230769230769
"Bulgaria","2002-07",69.8,8.89235569422777
"Bulgaria","2002-08",70.3,8.82352941176472
"Bulgaria","2002-09",69.7,8.22981366459627
"Bulgaria","2002-10",68.2,5.08474576271185
"Bulgaria","2002-11",71.2,8.37138508371384
"Bulgaria","2002-12",69.8,3.56083086053411
"Bulgaria","2003-01",74.8,14.3730886850153
"Bulgaria","2003-02",74.1,15.0621118012422
"Bulgaria","2003-03",76.8,20.3761755485893
"Bulgaria","2003-04",75.7,10.672514619883
"Bulgaria","2003-05",73.2,8.12407680945346
"Bulgaria","2003-06",76.2,11.0787172011662
"Bulgaria","2003-07",77.5,11.0315186246418
"Bulgaria","2003-08",77.9,10.8108108108108
"Bulgaria","2003-09",78.1,12.051649928264
"Bulgaria","2003-10",79.6,16.7155425219941
"Bulgaria","2003-11",80.5,13.061797752809
"Bulgaria","2003-12",79.5,13.8968481375358
"Bulgaria","2004-01",82.2,9.89304812834226
"Bulgaria","2004-02",84.3,13.7651821862348
"Bulgaria","2004-03",84.7,10.2864583333333
"Bulgaria","2004-04",85.3,12.6816380449141
"Bulgaria","2004-05",86.6,18.3060109289617
"Bulgaria","2004-06",86.4,13.3858267716535
"Bulgaria","2004-07",86.6,11.741935483871
"Bulgaria","2004-08",86.8,11.4249037227214
"Bulgaria","2004-09",89.3,14.3405889884763
"Bulgaria","2004-10",87.1,9.42211055276383
"Bulgaria","2004-11",88.6,10.0621118012422
"Bulgaria","2004-12",89.3,12.3270440251572
"Bulgaria","2005-01",87.8,6.81265206812651
"Bulgaria","2005-02",88.2,4.62633451957295
"Bulgaria","2005-03",91,7.43801652892562
"Bulgaria","2005-04",90.2,5.74443141852288
"Bulgaria","2005-05",92.1,6.35103926096998
"Bulgaria","2005-06",92.9,7.52314814814814
"Bulgaria","2005-07",94,8.54503464203233
"Bulgaria","2005-08",91.9,5.87557603686637
"Bulgaria","2005-09",93.6,4.81522956326987
"Bulgaria","2005-10",97,11.3662456946039
"Bulgaria","2005-11",95.5,7.78781038374718
"Bulgaria","2005-12",97.8,9.51847704367301
"Bulgaria","2006-01",95.5,8.76993166287017
"Bulgaria","2006-02",94.3,6.91609977324263
"Bulgaria","2006-03",94.7,4.06593406593407
"Bulgaria","2006-04",97.1,7.64966740576496
"Bulgaria","2006-05",98.8,7.27470141150923
"Bulgaria","2006-06",99.3,6.8891280947255
"Bulgaria","2006-07",97.9,4.14893617021277
"Bulgaria","2006-08",101.2,10.1196953210011
"Bulgaria","2006-09",100.6,7.47863247863247
"Bulgaria","2006-10",100.2,3.29896907216496
"Bulgaria","2006-11",100.7,5.44502617801048
"Bulgaria","2006-12",102.5,4.80572597137015
"Bulgaria","2007-01",101.1,5.86387434554974
"Bulgaria","2007-02",107,13.4676564156946
"Bulgaria","2007-03",107.4,13.4107708553326
"Bulgaria","2007-04",107,10.1956745623069
"Bulgaria","2007-05",106.8,8.09716599190284
"Bulgaria","2007-06",107.3,8.05639476334341
"Bulgaria","2007-07",108.7,11.0316649642492
"Bulgaria","2007-08",108.8,7.5098814229249
"Bulgaria","2007-09",109.1,8.44930417495029
"Bulgaria","2007-10",109.5,9.28143712574849
"Bulgaria","2007-11",109.8,9.03674280039721
"Bulgaria","2007-12",112,9.26829268292684
"Bulgaria","2008-01",108.9,7.71513353115729
"Bulgaria","2008-02",109.7,2.52336448598132
"Bulgaria","2008-03",110.3,2.70018621973929
"Bulgaria","2008-04",112.5,5.14018691588785
"Bulgaria","2008-05",114,6.74157303370786
"Bulgaria","2008-06",111.3,3.72786579683131
"Bulgaria","2008-07",110.8,1.93192272309106
"Bulgaria","2008-08",107.6,-1.1029411764706
"Bulgaria","2008-09",109.1,0
"Bulgaria","2008-10",105.3,-3.83561643835617
"Bulgaria","2008-11",102.9,-6.28415300546448
"Bulgaria","2008-12",100.6,-10.1785714285714
"Bulgaria","2009-01",89.1,-18.1818181818182
"Bulgaria","2009-02",92.7,-15.4968094804011
"Bulgaria","2009-03",89.1,-19.2203082502267
"Bulgaria","2009-04",88.3,-21.5111111111111
"Bulgaria","2009-05",88.6,-22.280701754386
"Bulgaria","2009-06",88.3,-20.6648697214735
"Bulgaria","2009-07",88.2,-20.3971119133574
"Bulgaria","2009-08",89.1,-17.1933085501859
"Bulgaria","2009-09",85.9,-21.2648945921173
"Bulgaria","2009-10",89.3,-15.1946818613485
"Bulgaria","2009-11",89.9,-12.6336248785228
"Bulgaria","2009-12",87.6,-12.9224652087475
"Bulgaria","2010-01",88.1,-1.12233445566778
"Bulgaria","2010-02",83.8,-9.60086299892126
"Bulgaria","2010-03",89.2,0.112233445566789
"Bulgaria","2010-04",88.3,0
"Bulgaria","2010-05",89.1,0.564334085778784
"Bulgaria","2010-06",92.1,4.30351075877689
"Bulgaria","2010-07",90.4,2.49433106575965
"Bulgaria","2010-08",92.4,3.70370370370372
"Bulgaria","2010-09",93.6,8.96391152502909
"Bulgaria","2010-10",93.4,4.5912653975364
"Bulgaria","2010-11",93.3,3.78197997775305
"Bulgaria","2010-12",92.3,5.36529680365296
"Bulgaria","2011-01",95.9,8.85357548240637
"Bulgaria","2011-02",98,16.945107398568
